UserId,Id,Name,Rating,User_Rating
347,5551.0,Feynman's Thesis - A New Approach to Quantum Theory,4.17,3.93
347,5552.0,QED: The Strange Theory of Light and Matter,4.24,1.83
347,5554.0,Kiffe Kiffe Demain (French Edition),3.41,3.25
347,5558.0,iWoz,3.87,3.51
347,5560.0,Jack: Straight from the Gut,3.81,1.51
347,5561.0,Hablando Claro,3.81,2.25
347,5562.0,Winning [Ganar],3.83,2.53
347,5563.0,Winning: The Answers: Confronting 74 of the Toughest Questions in Business Today,3.68,2.75
347,5564.0,29 Leadership Secrets from Jack Welch,3.85,2.1
347,5566.0,Jack Welch and the 4 E's of Leadership: How to Put Ge's Leadership Formula to Work in Your Organizaion,3.7,1.31
348,5567.0,What Makes a Leader?: A Leading With Emotional Intelligence Conversation with Jack and Suzy Welch,3.84,3.21
348,5568.0,Jack Welch on Leadership: Abridged from Jack Welch and the GE Way,3.6,3.43
348,5569.0,"The Jack Welch Lexicon of Leadership: Over 250 Terms, Concepts, Strategies & Initiatives of the Legendary Leader",3.43,2.29
348,5571.0,Cradle to Cradle: Remaking the Way We Make Things,4.11,3.45
348,5572.0,"Cat's Cradle: A Book of String Figures [With Three Colored Cords] Johnson, Anne Akers ( Author ) May-01-2009 Spiral",4.0,5.0
348,5573.0,"Cradle of Flavor: Home Cooking from the Spice Islands of Indonesia, Singapore, and Malaysia",4.15,2.41
348,5574.0,"Empty Cradle, Broken Heart: Surviving the Death of Your Baby",4.24,3.93
348,5575.0,Cradle and All,3.86,3.38
348,5576.0,Cradle of Violence: How Boston's Waterfront Mobs Ignited the American Revolution,3.73,1.29
348,5578.0,Cradle & Crucible: History and Faith in the Middle East,3.81,3.28
349,5579.0,"Eat, Drink, and Be Healthy: The Harvard Medical School Guide to Healthy Eating",4.06,4.77
349,5581.0,"Eat, Drink and Be Healthy: A Guide to Healthful Eating and Weight Control",3.0,2.13
349,5583.0,"One Day in History: July 4, 1776",4.4,2.79
349,5584.0,Voices of 1776: The Story of the American Revolution in the Words of Those Who Were There,4.21,4.98
349,5585.0,"The Creation of the American Republic, 1776-1787",4.12,1.97
349,5586.0,"America's First Battles, 1775-1965",3.78,2.5
349,5587.0,"Power, Faith, and Fantasy: America in the Middle East 1776 to the Present",3.98,4.58
349,5589.0,Death and Money in the Afternoon: A History of the Spanish Bullfight,3.18,3.19
349,5593.0,Morality: An Introduction to Ethics,3.59,3.1
349,5594.0,On Opera,4.0,2.04
350,5595.0,Problems of the Self: Philosophical Papers 1956 1972,3.97,1.73
350,5596.0,Shame and Necessity,4.17,4.92
350,5597.0,Philosophy as a Humanistic Discipline,4.35,3.42
350,5598.0,Moral Luck: Philosophical Papers 1973-1980,4.1,1.83
350,5599.0,Ethics and the Limits of Philosophy,4.06,1.32
350,5600.0,Making Sense of Humanity: And Other Philosophical Papers 1982 1993,3.8,1.15
350,5601.0,Truth and Truthfulness: An Essay in Genealogy,3.5700000000000003,1.6
350,5602.0,Descartes: The Project of Pure Enquiry,3.84,1.74
350,5603.0,Female Quixotism: Exhibited in the Romantic Opinions and Extravagant Adventures of Dorcasina Sheldon,3.38,2.46
350,5604.0,Internal Rhetorics: Toward a History and Theory of Self-Persuasion,3.67,3.33
351,5606.0,On Rhetoric and Language: Four Key Dialogues,4.2,1.29
351,5607.0,Brazilian Immigrants in the United States: Cultural Imperialism and Social Class,4.67,4.87
351,5613.0,Contes Du Marais,0.0,3.17
351,5621.0,"Living Without Philosophy: On Narrative, Rhetoric, and Morality",4.5,1.24
351,5622.0,Mouse Morality: The Rhetoric of Disney Animated Film,3.33,1.43
351,5623.0,Arguing about Sex: The Rhetoric of Christian Sexual Morality,4.0,2.2
351,5626.0,Hi Bob!: A Self-Help Guide to the Bob Newhart Show,4.18,1.87
351,5631.0,Academic Charisma and the Origins of the Research University,4.04,4.37
351,5632.0,Theories of Personality,4.01,1.09
351,5634.0,The Psychology of Science and the Origins of the Scientific Mind,3.91,3.33
352,5635.0,The Norton Anthology of Modern and Contemporary Poetry,4.23,3.86
352,5636.0,"Behold the Child: American Children and Their Books, 1621-1922",4.11,3.03
352,5638.0,To Tame a Sister,4.1,1.51
352,5642.0,The Italian Spring (Bodley Bookshelf),3.08,1.61
352,5651.0,The Hole In The Walland Other Stories;,0.0,2.56
352,5653.0,The Elephant War,3.67,3.15
352,5654.0,The Best Type of Girl: A History of Girls' Independent Schools,4.2,4.31
352,5655.0,A Very Pretty Story,2.0,1.56
352,5659.0,The Wind in the Willows,3.99,1.45
352,5660.0,The Everyman Anthology of Poetry for Children,4.09,2.55
353,5661.0,Holiday Romance and Other Writings for Children,3.32,1.2
353,5663.0,Language Is Sermonic: Richard M. Weaver on the Nature of Rhetoric,4.28,1.42
353,5664.0,The Southern Essays of Richard M. Weaver,4.27,1.44
353,5665.0,Ideas Have Consequences,4.16,4.99
353,5666.0,"Richard M. Weaver, 1910-1963: A Life of the Mind",4.0,4.91
353,5667.0,"In Defense of Tradition: Collected Shorter Writings of Richard M. Weaver, 1929–1963",4.34,1.07
353,5668.0,Barbarians in the Saddle: Intellectual Biography of Richard M. Weaver,0.0,4.41
353,5670.0,Steps Toward Restoration: The Consequences of Richard Weaver's Ideas,4.17,4.51
353,5671.0,The Ethics of Rhetoric,4.14,4.76
353,5673.0,"Sade, His Ethics And Rhetoric",2.0,4.29
354,5674.0,"Etica, Retórica, Política",3.33,2.58
354,5675.0,Enforcing the Work Ethic: Rhetoric and Everyday Life in a Work Incentive Program,0.0,1.06
354,5676.0,Living to Tell about It: A Rhetoric and Ethics of Character Narration,4.1,4.16
354,5678.0,Manliness,3.38,3.18
354,5679.0,"Manliness and Civilization: A Cultural History of Gender and Race in the United States, 1880-1917",4.03,1.04
354,5682.0,"Manliness and Its Discontents: The Black Middle Class and the Transformation of Masculinity, 1900-1930",3.58,4.03
354,5684.0,"Manliness and Masculinities in Nineteenth-Century Britain: Essays on Gender, Family and Empire",3.46,2.25
354,5686.0,The Eternal Husband and Other Stories,4.15,1.87
354,5688.0,The Aesthetic Face of Being: Art in the Theology of Pavel Florensky,4.25,1.78
354,5692.0,Crime and Punishment,4.21,1.17
355,5693.0,Selected Stories of Anton Chekhov,4.36,3.11
355,5694.0,Mother Maria Skobtsova: Essential Writings,4.32,2.88
355,5695.0,Demons,4.27,4.67
355,5696.0,What is Art?,3.73,4.41
355,5697.0,The Complete Short Novels,4.47,1.63
355,5698.0,The Double and The Gambler,4.15,3.14
355,5699.0,The Master and Margarita,4.3,4.92
355,5700.0,The Adolescent,3.94,3.81
355,5702.0,The Dreams of Two Yi-Min,3.88,3.21
355,5703.0,Basque Gender Studies,4.5,2.52
356,5704.0,Thousand Pieces of Gold,3.77,1.94
356,5705.0,A Thousand Pieces of Gold: My Discovery of China's Character in Its Proverbs,3.84,3.76
356,5706.0,To the Ends of the Earth: The Great Travel and Trade Routes of Human History,2.5,2.18
356,5707.0,Africans in America: 1619-1865,3.0,4.64
356,5708.0,"Worlds of Food: Place, Power, and Provenance in the Food Chain",3.0,1.7
356,5709.0,Bodies From the Ash: Life and Death in Ancient Pompeii (Outstanding Science Trade Books for Students K-12 (Awards)),4.08,2.12
356,5710.0,Bazaars of Chinese Turkestan: Life and Trade Along the Old Silk Road,4.5,4.1
356,5711.0,Combat Zone: True Tales of GI's in Iraq,2.67,4.24
356,5712.0,If I Die in a Combat Zone,3.95,2.93
356,5713.0,If I Die In A Combat Zone,3.95,3.89
357,5714.0,Combat Zone,4.0,4.67
357,5718.0,In The Combat Zone: Special Forces Since 1945,3.71,1.94
357,5720.0,"Rainbow Six (John Clark, #2; Jack Ryan Universe, #10)",4.09,3.66
357,5721.0,Tom Clancy's Rainbow Six: Lockdown: Prima Official Game Guide (Prima Official Game Guides),5.0,4.33
357,5722.0,Tom Clancy's Rainbow Six Lockdown (PC): Prima Official Game Guide (Prima Official Game Guides),5.0,2.46
357,5724.0,Tom Clancy's Rainbow Six 3 (PS2): Prima's Official Strategy Guide,5.0,1.2
357,5725.0,Tom Clancy's Rainbow Six Bundle for Red Storm: Prima's Official Strategy Guide,5.0,3.47
357,5728.0,"Child of War, Woman of Peace",3.79,2.71
357,5729.0,When Heaven and Earth Changed Places: A Vietnamese Woman's Journey from War to Peace,4.13,3.53
357,5733.0,"Cultural Changes in Attitudes Toward Death, Dying, and Bereavement",2.5,4.84
358,5735.0,Philip Vera Cruz: A Personal History of Filipino Immigrants and the Farmworkers Movement,4.22,1.22
358,5736.0,Coming of Age in Mississippi: The Classic Autobiography of a Young Black Girl in the Rural South,4.13,4.96
358,5738.0,I'm Too Young To Be Seventy,3.92,2.06
358,5740.0,"The Major Arcana (Seventy-Eight Degrees of Wisdom: A Book of Tarot, #1)",4.22,1.23
358,5741.0,The Seventy Faces of Torah: The Jewish Way of Reading the Sacred Scriptures,4.0,4.35
358,5743.0,Seventy-Seven Clocks (Bryant & May #3),3.89,4.89
358,5744.0,"The Seventies: The Great Shift In American Culture, Society, And Politics",3.71,1.57
358,5746.0,Asian Americans: An Interpretive History,3.64,3.79
358,5747.0,Hmong Means Free: Life in Laos and America,3.46,2.54
358,5748.0,Asian Californians,0.0,1.77
359,5749.0,"Chinese American Transnationalism: The Flow of People, Resources",4.67,4.6
359,5750.0,Remapping Asian American History,3.5,1.87
359,5751.0,Survivors: CAMBODIAN REFUGEES IN THE UNITED STATES,4.57,2.75
359,5752.0,The Blank Slate: The Modern Denial of Human Nature,4.08,1.46
359,5753.0,Words and Rules: The Ingredients of Language,3.9,2.02
359,5755.0,The Language Instinct: How the Mind Creates Language,4.03,2.1
359,5756.0,Learnability and Cognition: The Acquisition of Argument Structure,3.76,4.85
359,5758.0,Language Learnability and Language Development,4.04,3.6
359,5759.0,Fight Club,4.19,2.53
359,5760.0,Fight Club Politics: How Partisanship Is Poisoning the U.S. House of Representatives,3.83,3.75
360,5762.0,Steve Wozniak: A Wizard Called Woz,3.22,4.22
360,5764.0,"Steve Jobs, Steve Wozniak, and the Personal Computer",3.44,4.53
360,5766.0,BSD Hacks,3.8,2.8
360,5767.0,The Design and Implementation of the 4.4 BSD Operating System,4.49,3.32
360,5768.0,Absolute BSD: The Ultimate Guide to Freebsd,4.14,3.03
360,5769.0,BSD Sockets Programming from a Multi-Language Perspective,3.0,3.73
360,5770.0,The Design and Implementation of the 4.3BSD UNIX Operating System,4.26,4.96
360,5771.0,The Design and Implementation of the 4.3BSD UNIX Operating System Answer Book,3.6,4.41
360,5772.0,Designing BSD Rootkits: An Introduction to Kernel Hacking,4.21,2.21
360,5774.0,BSD-Lite 4.4 CD-ROM Companion,0.0,2.09
361,5776.0,Choke,3.84,4.62
361,5777.0,Choke Point: A Brinker Mystery (Brinker P.I.),3.26,4.64
361,5779.0,Art to Choke Hearts and Pissing in the Gene,3.88,3.74
361,5782.0,Choke Point,4.0,2.89
361,5784.0,Choke Point: WW III,3.53,3.71
361,5786.0,"The Mystery of the Aleph: Mathematics, the Kabbalah, and the Search for Infinity",3.85,1.14
361,5787.0,The Aleph and Other Stories,4.38,1.49
361,5790.0,"Liber Aleph Vel CXI: The Book of Wisdom or Folly, in the Form an Epistle of 666, the Great Wild Beast to His Son 777, Being the Equinox, Volume III Number VI",4.27,3.98
361,5792.0,Aleph-Bet Yoga,3.43,3.81
361,5794.0,El Aleph,4.38,1.81
362,5797.0,Vanity Fair,3.79,3.24
362,5798.0,Vanity Fair's Hollywood,4.17,2.8
362,5802.0,A Visit to Vanity Fair: Moral Essays on the Present Age,3.81,1.85
362,5805.0,V for Vendetta,4.25,1.86
362,5806.0,United States V. George W. Bush Et Al.,3.74,3.89
362,5808.0,The V Book: A Doctor's Guide to Complete Vulvovaginal Health,4.36,4.98
362,5810.0,"Girl in the Shadows (Shadows, #2)",3.81,2.07
362,5811.0,"Broken Flower (Early Spring, #1)",3.73,2.66
362,5813.0,"Heaven (Casteel, #1)",4.03,2.23
362,5816.0,A Gravity's Rainbow Companion: Sources and Contexts for Pynchon's Novel,4.01,4.34
363,5817.0,Lines of Flight: Discursive Time and Countercultural Desire in the Work of Thomas Pynchon,3.25,4.26
363,5819.0,Bond on Set: Filming Casino Royale,4.02,3.69
363,5820.0,Casino Royale,3.73,1.34
363,5826.0,Bel Canto,3.93,3.81
363,5827.0,Coffin's Overtones of Bel Canto: Phonetic Basis of Artistic Singing with 100 Chromatic Vowel-Chart Exercises,5.0,3.76
363,5828.0,Classic Bel Canto Technique,4.2,2.36
363,5829.0,Bel Canto: A Theoretical and Practical Vocal Method,4.41,4.03
363,5830.0,Bel Canto: A History of Vocal Pedagogy,4.45,1.22
363,5834.0,The Guerilla Film Makers Handbook: (US Edition),3.98,1.4
363,5835.0,Guerilla Film Makers Movie Blueprint,4.2,2.07
364,5836.0,The Documentary Film Makers Handbook: A Guerilla Guide,4.09,1.69
364,5838.0,Mini-Manual of the Urban Guerrilla,3.3,2.44
364,5840.0,Confessions of the Guerrilla Girls: By the Guerrilla Girls (Whoever They Really Are),4.31,3.53
364,5841.0,Smart Sales People Don't Advertise: 10 Ways to Outsmart Your Competition with Guerilla Marketing,4.0,2.18
364,5842.0,"Guerilla Golf: The Complete Guide to Playing Golf on the Mountains, Pastures, City Streets, and Just About Everywhere but the Course",1.0,4.55
364,5843.0,The Career Programmer: Guerilla Tactics for an Imperfect World (Expert's Voice),3.13,2.43
364,5845.0,A Bend in the River,3.77,1.53
364,5846.0,Beyond Belief: Islamic Excursions Among the Converted Peoples,3.76,3.26
364,5847.0,India: A Wounded Civilization,3.68,1.91
364,5848.0,The Middle Passage,3.6,1.63
365,5850.0,The Writer and the World: Essays,3.86,4.54
365,5851.0,Magic Seeds,3.13,4.21
365,5853.0,Half a Life,3.25,2.15
365,5854.0,An Area of Darkness,3.68,3.6
365,5855.0,North of South: An African Journey,3.89,1.28
365,5856.0,Reading and Writing: A Personal Account,3.42,1.5
365,5858.0,Between Father and Son: Family Letters,4.05,2.39
365,5860.0,The Suffrage of Elvira,3.72,1.37
365,5861.0,Journey to Nowhere: A New World Tragedy,4.24,2.19
365,5862.0,"V.S. Naipaul, Man and Writer",2.0,4.79
366,5863.0,V.S. Naipaul,2.0,3.77
366,5865.0,Graham Greene's the Power and the Glory and Other Works: A Guide to Understanding the Classics,4.0,4.65
366,5867.0,Power and Glory,4.05,3.29
366,5869.0,"Newhouse: All the Glitter, Power, and Glory of America's Richest Media Empire and the Secretive Man Behind It",4.14,1.38
366,5870.0,Kingdom Power and Glory: A Historical Guide to Westminster Abbey,3.67,4.64
366,5873.0,Regeneration: 50 Photographers of Tomorrow,3.86,3.62
366,5874.0,"Regeneration Through Violence: The Mythology of the American Frontier, 1600–1860",4.31,3.74
366,5875.0,"Regeneration (Species Imperative, #3)",4.13,3.44
366,5877.0,"The Regeneration Trilogy (Regeneration, #1-3)",4.38,1.78
366,5879.0,Pat Barker's Regeneration: A Reader's Guide,3.96,1.52
367,5880.0,"The Sparrow (The Sparrow, #1)",4.16,2.98
367,5881.0,"The Age of Bronze (Pirates of the Caribbean: Jack Sparrow, #5)",4.05,4.15
367,5882.0,"The Sword of Cortés (Pirates of the Caribbean: Jack Sparrow, #4)",3.98,2.62
367,5883.0,"The Pirate Chase (Pirates of the Caribbean: Jack Sparrow, #3)",3.89,3.45
367,5884.0,The Quest for the Sword of Cortes,4.23,2.75
367,5885.0,"The Siren Song (Pirates of the Caribbean: Jack Sparrow, #2)",3.86,1.15
367,5886.0,"The Coming Storm (Pirates of the Caribbean: Jack Sparrow, #1)",3.83,3.63
367,5887.0,"Silver (Pirates of the Caribbean: Jack Sparrow, #6)",4.02,2.71
367,5888.0,Sparrows of the United States and Canada: The Photographic Guide,4.36,4.77
367,5889.0,"City of Gold (Pirates of the Caribbean: Jack Sparrow, #7)",4.04,1.27
368,5890.0,The Woman in White,4.0,1.93
368,5894.0,A Colored Woman In A White World,4.15,2.16
368,5895.0,"The Woman in White by Wilkie Collins, Fiction",4.0,1.75
368,5901.0,The 9/11 Commission Report: Final Report of the National Commission on Terrorist Attacks Upon the United States,3.6,1.54
368,5904.0,The 9/11 Report: The National Commission on Terrorist Attacks Upon the United States,3.6,1.09
368,5907.0,"The Hobbit, or There and Back Again",4.27,4.27
368,5910.0,The Annotated Hobbit,4.27,3.5
368,5911.0,Poems From The Hobbit,4.3,4.32
368,5912.0,The Hobbit: Or There and Back Again,4.27,1.5
368,5913.0,The Hobbit,4.27,4.78
369,5914.0,"Hobbits, Elves and Wizards: The Wonders and Worlds of J.R.R. Tolkien's ""Lord of the Rings""",4.22,2.84
369,5918.0,Ruthless Rhymes for Heartless Homes and More Ruthless Rhymes,3.84,3.45
369,5920.0,Recite in the Name of the Red Rose: Poetic Sacred Making in Twentieth-Century Iran,4.33,3.24
369,5922.0,The Great Heresies,4.25,3.31
369,5923.0,The Path to Rome,4.16,1.74
369,5925.0,How the Reformation Happened,4.21,2.66
369,5926.0,The Crusades,4.03,4.04
369,5928.0,Characters of the Reformation,4.1,4.3
369,5930.0,The Crisis Of Civilization,4.34,2.07
369,5931.0,The Essential Neruda: Selected Poems,4.46,1.56
370,5932.0,Twenty Love Poems and a Song of Despair,4.29,2.55
370,5933.0,100 Love Sonnets,4.39,4.73
370,5934.0,Veinte poemas de amor y una canción desesperada; Cien sonetos de amor,4.29,2.99
370,5937.0,Love,4.46,1.2
370,5939.0,On the Blue Shore of Silence: Poemas frente al mar (Bilingual),4.48,4.85
370,5940.0,Odes to Opposites,4.34,4.29
370,5941.0,Running in the Family,3.84,4.98
370,5942.0,Anil's Ghost,3.5700000000000003,1.57
370,5943.0,Handwriting,3.75,2.44
370,5944.0,The Cinnamon Peeler: Selected Poems,4.17,3.64
371,5945.0,The Story,3.96,1.29
371,5946.0,In the Skin of a Lion,3.87,4.79
371,5948.0,Michael Ondaatje's The English Patient: A Reader's Guide,3.82,2.68
371,5949.0,The Conversations: Walter Murch and the Art of Editing Film,4.33,4.12
371,5951.0,Waiting for Your Cat to Bark?: Persuading Customers When They Ignore Marketing,3.7,4.11
371,5952.0,Waiting for My Cats to Die: A Memoir,3.67,1.59
371,5962.0,The Book of Nonsense,3.65,4.78
371,5963.0,Edward Lear At the R.A.,0.0,1.69
371,5964.0,Edward Lear as a Landscape Draughtsman,0.0,3.27
371,5966.0,Edward Lear's Book of Nonsense: With Lear's Original Illustrations,3.65,2.85
372,5969.0,A Sparrow Falls (Courtney #3),4.19,3.01
372,5970.0,Providence of a Sparrow: Lessons from a Life Gone to the Birds,4.32,1.1
372,5971.0,"Sparrow: Phil Hale, Number 2",4.0,1.73
372,5973.0,The Truth About Sparrows,3.93,3.72
372,5974.0,Sparrow Hawk Red,3.8,3.86
372,5975.0,The Fall of a Sparrow,3.69,2.4
372,5976.0,"The Bluebird and the Sparrow (Women of the West, #10)",3.83,3.4
372,5977.0,A Guide to the Identification and Natural History of the Sparrows of the United States and Canada,4.47,1.79
372,5978.0,"The Little Sparrows (The Orphan Trains Trilogy, #1)",3.74,4.92
372,5980.0,"The Timekeeper (Pirates of the Caribbean: Jack Sparrow, #8)",4.11,3.06
373,5981.0,Journey of the Sparrows,3.68,4.81
373,5983.0,"Not a Sparrow Falls (Second Chances Collection, #1)",4.1,1.17
373,5984.0,Aleutian Sparrow,3.79,3.59
373,5985.0,An Episode of Sparrows,4.22,1.3
373,5986.0,"Dance of the Hours (Pirates of the Caribbean: Jack Sparrow, #9)",4.14,4.38
373,5987.0,Cien Sonetos De Amor/100 Love Sonnets,4.39,4.44
373,5988.0,The Selected Poems,4.36,1.84
373,5989.0,Li Po and Tu Fu: Poems,4.14,1.85
373,5990.0,A Floating Life,3.78,4.1
373,5991.0,"混血王子的背叛 (哈利波特, #6)",4.57,4.22
374,5994.0,Li Po-Yuan,0.0,1.44
374,6002.0,The Poet Li Po,5.0,3.3
374,6003.0,"火盃的考驗 (哈利波特, #4)",4.5600000000000005,2.85
374,6006.0,Ascended Master Dictations: Letters to a Chela,0.0,1.53
374,6008.0,Five T'ang Poets,4.31,4.59
374,6009.0,"Bright Moon, Perching Birds: Poems",3.8,2.33
374,6014.0,The Selected Poems of Tu Fu,4.2,4.85
374,6016.0,Facing the Snow: Visions of Tu Fu,4.25,1.43
374,6017.0,Reconsidering Tu Fu: Literary Greatness and Cultural Context,3.0,2.35
374,6021.0,Tu Fu--A New Translation,4.0,2.22
375,6024.0,Chinese Lyricism: Shih Poetry from the Second to the Twelfth Century,4.27,1.15
375,6037.0,"The Obelisk Trilogy: Tropic of Cancer, Tropic of Capricorn, Black Spring",4.1,1.48
375,6038.0,"The End of Obscenity: The Trials of Lady Chatterley, Tropic of Cancer, and Fanny Hill",3.88,2.81
375,6048.0,Juniper,4.16,4.42
375,6049.0,Configuring Juniper Networks Netscreen and Ssg Firewalls,3.38,3.5
375,6050.0,Brother Juniper's Bread Book,4.2,1.52
375,6051.0,Brother Juniper,4.33,1.96
375,6052.0,"Juniper, Gentian, and Rosemary",3.58,2.8
375,6053.0,"Juniper Networks Reference Guide: Junos Routing, Configuration, and Architecture: Junos Routing, Configuration, and Architecture",4.0,1.71
375,6055.0,A Voyage for Madmen,4.28,1.55
376,6056.0,A Voyage For Madmen: Nine men set out to race each other around the world. Only one made it back ...,4.28,2.88
376,6057.0,The Long Road Back: A Survivor's Guide to Anorexia,3.2,4.36
376,6058.0,The Road Back,4.32,2.67
376,6060.0,The Road Back: The Cincinnati Bengals,4.33,3.06
376,6062.0,On the Back Roads: Discovering Small Towns of America,3.71,3.35
376,6063.0,"Tuscany, Wandering the Back Roadsv. 1",0.0,2.11
376,6064.0,"Tuscany, Wandering the Back Roadsv. 2",0.0,2.96
376,6065.0,The Back Roads: 20 Arizona Tours for the Whole Family,4.5,2.07
376,6069.0,Achilles in Vietnam: Combat Trauma and the Undoing of Character,4.25,2.99
376,6072.0,"Reeducating The Reader: Fictional Critiques Of Poststructuralism In Banville's Dr. Copernicus, Coetzee's Foe, And Byatt's Possession",0.0,2.85
377,6073.0,Self as Narrative: Subjectivity and Community in Contemporary Fiction,3.0,1.96
377,6075.0,The Mourner's Song: War and Remembrance from the Iliad to Vietnam,4.0,4.27
377,6076.0,The Work of Mourning,4.19,3.71
377,6077.0,Purest of Bastards - Ppr.,3.0,1.15
377,6078.0,"The Kantian Subject: Sensus Communis, Mimesis, Work of Mourning",1.0,1.71
377,6079.0,"Witnessing AIDS: Writing, Testimony, and the Work of Mourning",3.5,3.06
377,6080.0,Writing Grief: Margaret Laurence and the Work of Mourning,4.0,2.39
377,6081.0,"Works Of Mourning: Poetische Trauerarbeit, Selbstreflexion Und Kritisches Traditionsbewusstsein In Modernen Englischen Elegien",0.0,1.29
377,6083.0,A Little Light on Angels,4.21,2.73
377,6084.0,Atlantis Cards,4.1,2.92
378,6089.0,Transform Your Life: A step-by-step programme for change,3.95,4.53
378,6090.0,The Illustrated Christmas Cracker,3.7,1.2
378,6091.0,Tom Smith's Christmas Crackers: An Illustrated History,3.0,2.02
378,6092.0,Christmas Crackers For Cats,3.0,3.94
378,6094.0,James Barclay's Scottish Christmas Crackers.,3.0,1.82
378,6106.0,A Short History of Byzantium,4.09,1.98
378,6107.0,The Middle Sea: A History of the Mediterranean,3.85,2.22
378,6109.0,A History of Venice,4.2,1.52
378,6110.0,The Normans in Sicily: The Normans in the South 1016-1130 and the Kingdom in the Sun 1130-1194,4.34,3.71
378,6113.0,Prince Siddhartha: The Story of Buddha,4.13,3.05
379,6117.0,Siddhartha (Dual-Language),4.02,4.12
379,6118.0,Siddhartha (SparkNotes Literature Guides),4.33,2.08
379,6119.0,Prince Siddhartha Coloring Book,4.33,3.83
379,6126.0,Heritage of Buddha: The Story of Siddhartha Gautama,3.17,1.18
379,6128.0,"Siddhartha, Demian, and Other Writings",4.31,3.31
379,6138.0,The Moonstone,3.91,2.87
379,6143.0,"Gypsy and the Moonstone Stallion (Gypsy, #3)",3.92,2.62
379,6145.0,The Moonstones,3.81,4.49
379,6147.0,Contemporary African Plays: Death and the King's;Anowa;Chattering & the Song;Rise & Shine of Comrade;Woza Albert!;Other War,4.21,4.94
379,6148.0,Ride of the Second Horseman: The Birth and Death of War,4.29,1.48
380,6149.0,Beloved,3.84,3.73
380,6151.0,Life of the Beloved: Spiritual Living in a Secular World,4.29,2.79
380,6152.0,Come Away My Beloved,4.57,4.08
380,6153.0,The Beloved Dearly,3.75,3.87
380,6154.0,Embracing the Beloved: Relationship as a Path of Awakening,4.07,3.32
380,6155.0,"Israel, My Beloved",4.16,3.55
380,6156.0,Beloved Bride: The Letters of Stonewall Jackson to His Wife,4.1,1.13
380,6157.0,The Search for the Beloved: Journeys in Mythology and Sacred Psychology (Inner Workbook),3.92,3.01
380,6158.0,Apologies to the Iroquois,4.07,1.85
380,6159.0,Reservation Blues,3.98,2.86
381,6163.0,"The Border Trilogy: All the Pretty Horses, The Crossing, Cities of the Plain",4.44,3.28
381,6165.0,Cormac McCarthy's All the Pretty Horses,3.77,1.98
381,6166.0,Music of Silence: A Sacred Journey Through the Hours of the Day,4.21,4.41
381,6167.0,Music & Silence,3.95,4.26
381,6168.0,The Music of Silence: A Memoir,3.95,1.03
381,6169.0,The Music of Silence: Entering the Sacred Space of Monastic Experience,4.62,2.93
381,6173.0,The Periodic Table,4.21,2.51
381,6174.0,Survival in Auschwitz,4.32,2.56
381,6175.0,The Reawakening,4.29,2.08
381,6176.0,The Drowned and the Saved,4.41,2.41
382,6177.0,Moments of Reprieve: A Memoir of Auschwitz,4.23,2.5
382,6179.0,Auschwitz Report,3.96,3.17
382,6180.0,The Monkey's Wrench,3.92,1.01
382,6182.0,Primo Levi: A Life,4.14,1.59
382,6183.0,Wuthering Heights,3.85,3.68
382,6187.0,CliffsNotes on Bronte's Wuthering Heights,3.94,2.59
382,6192.0,Disgrace,3.84,3.87
382,6193.0,Life and Times of Michael K,3.85,2.56
382,6194.0,Waiting for the Barbarians,3.93,3.6
382,6195.0,"The Bookclub-in-a-Box Discussion Guide to Disgrace, the Novel by J.M. Coetzee",4.67,4.85
383,6196.0,Critical Essays on World Literature Series - J.M. Coetzee (Critical Essays on World Literature Series),4.0,2.97
383,6197.0,The Lives of Animals,3.69,2.42
383,6198.0,Boyhood: Scenes from Provincial Life,3.79,3.04
383,6199.0,In the Heart of the Country,3.68,2.73
383,6200.0,Youth,3.79,3.65
383,6201.0,The Master of Petersburg,3.63,3.53
383,6202.0,Stranger Shores: Literary Essays,3.9,3.3
383,6203.0,"The Nobel Lecture in Literature, 2003",3.74,4.52
383,6204.0,J. M. Coetzee and the Ethics of Reading: Literature in the Event,4.0,3.21
383,6205.0,Dusklands,3.48,1.96
384,6206.0,Elizabeth Costello,3.43,2.85
384,6207.0,Age of Iron,3.84,3.05
384,6208.0,"Piano: An Easy Guide to Reading Music, Playing Your First Piece, Enjoying Your Piano",3.5,4.8
384,6209.0,Life After Death: New Leipzig Paintings from the Rubell Family Collection,5.0,3.6
384,6211.0,Inner Workings: Literary Essays 2000-2005,4.06,4.17
384,6212.0,"Cosmopolitan Fictions: Ethics, Politics, and Global Change in the Works of Kazuo Ishiguro, Michael Ondaatje, Jamaica Kincaid, and J.M. Coetzee",2.0,3.77
384,6213.0,Writing Out of All the Camps: J.M. Coetzee's Narratives of Displacement,3.0,3.86
384,6214.0,J.M. Coetzee: South Africa and the Politics of Writing,3.28,1.76
384,6216.0,"The Wife (Kristin Lavransdatter, #2)",4.15,2.51
384,6217.0,"Kristin Lavransdatter (Kristin Lavransdatter, #1-3)",4.28,1.81
385,6218.0,"The Axe (The Master of Hestviken, #1)",4.21,2.75
385,6219.0,"The Cross (Kristin Lavransdatter, #3)",4.29,4.5
385,6220.0,"The Wreath (Kristin Lavransdatter, #1)",4.02,3.07
385,6221.0,"The Mistress of Husaby (Kristin Lavransdatter, #2)",4.15,3.21
