Id,Name,RatingDist1,RatingDist4,RatingDistTotal,Publisher,CountsOfReview,PublishYear,Language,Authors,Rating,RatingDist2,RatingDist5,RatingDist3
7501,Hitler's Willing Executioners: Ordinary Germans and the Holocaust,1:291,4:1414,total:4250,Abacus,7,1997,en-GB,Daniel Jonah Goldhagen,3.68,2:340,5:1208,3:997
7503,Hitler's Willinge Vollstrecker: Ganz gewöhlnliche Deutsche und der Holocaust,1:291,4:1414,total:4250,"Wilhelm Goldmann Verlag, GmbH",1,1999,ger,Daniel Jonah Goldhagen,3.68,2:340,5:1208,3:997
7505,Beach Girls,1:77,4:3036,total:8521,Bantam,235,2004,eng,Luanne Rice,4.06,2:294,5:3232,3:1882
7510,The Beach House,1:1223,4:28113,total:78481,Grand Central Publishing,1689,2003,eng,James Patterson,3.84,2:4709,5:22650,3:21786
7512,The Beach House (Beach House #1),1:144,4:8044,total:20844,Mira Books,1049,2006,eng,Mary Alice Monroe,4.2,2:503,5:8917,3:3236
7520,"Path of the Assassin (Scot Harvath, #2)",1:125,4:7994,total:19422,Pocket Books,491,2005,eng,Brad Thor,4.17,2:470,5:7762,3:3071
7524,Presidential Assassins (History Makers),1:0,4:3,total:5,Lucent Books,1,1999,eng,Patricia D. Netzley,3.6,2:0,5:0,3:2
7526,The Blind Side: Evolution of a Game,1:1627,4:27363,total:80310,W. W. Norton  Company,1922,2006,eng,Michael   Lewis,4.18,2:2655,5:36562,3:12103
7527,The Blind Watchmaker,1:720,4:11566,total:30327,W. W. Norton  Company,79,1996,eng,Richard Dawkins,4.09,2:1098,5:11956,3:4987
7529,I Love Everybody (and Other Atrocious Lies),1:210,4:3580,total:9956,Villard Books,589,2004,en-US,Laurie Notaro,3.97,2:576,5:3515,3:2075
7530,Autobiography of a Fat Bride: True Tales of a Pretend Adulthood,1:172,4:2961,total:8327,Villard,458,2003,en-US,Laurie Notaro,3.98,2:443,5:2976,3:1775
7531,The Idiot Girls' Action-Adventure Club: True Tales from a Magnificent and Clumsy Life,1:605,4:5412,total:17410,Villard,1102,2002,en-GB,Laurie Notaro,3.88,2:1304,5:6234,3:3855
7533,We Thought You Would Be Prettier: True Tales of the Dorkiest Girl Alive,1:241,4:3543,total:10327,Villard,438,2005,eng,Laurie Notaro,3.92,2:653,5:3525,3:2365
7534,"There's a (Slight) Chance I Might Be Going to Hell: A Novel of Sewer Pipes, Pageant Queens, and Big Trouble",1:199,4:1858,total:5788,Villard,8,2007,eng,Laurie Notaro,3.55,2:677,5:1197,3:1857
7536,Anleitung zum Zickigsein,1:605,4:5412,total:17410,Lübbe,1,2003,ger,Laurie Notaro,3.88,2:1304,5:6234,3:3855
7543,The Psychology of Winning,1:18,4:458,total:1406,Berkley,67,1986,eng,Denis Waitley,4.21,2:47,5:664,3:219
7549,Jimmy Corrigan: El Chico más Listo del Mundo,1:757,4:6073,total:21431,Public Square Books,1,2006,spa,Chris Ware,4.09,2:1338,5:10036,3:3227
7551,The Acme Novelty Library #17,1:6,4:276,total:773,Drawn and Quarterly,21,2006,eng,Chris Ware,4.35,2:11,5:394,3:86
7552,The Acme Novelty Library,1:49,4:825,total:2817,Pantheon Books,77,2005,en-US,Chris Ware,4.31,2:84,5:1520,3:339
7554,"The Acme Novelty Datebook, Vol. 1, 1986-1995",1:7,4:168,total:505,Drawn and Quarterly,23,2013,eng,Chris Ware,4.18,2:17,5:230,3:83
7556,Quimby The Mouse,1:22,4:559,total:1569,Jonathan Cape,32,2003,en-US,Chris Ware,4.09,2:70,5:632,3:286
7559,"Candide: or, Optimism",1:5980,4:73610,total:210669,Penguin Group,194,2005,eng,Voltaire,3.77,2:17154,5:58543,3:55382
7572,Even Cowgirls Get the Blues,1:1209,4:18226,total:48617,No Exit Press,1493,2001,eng,Tom Robbins,3.76,2:3632,5:12406,3:13144
7577,Even Cowgirls Get the Blues & My Own Private Idaho,1:3,4:29,total:97,Faber  Faber,2,1994,eng,Gus Van Sant,3.76,2:7,5:29,3:29
7579,Awakening the Buddha Within: Eight Steps to Enlightenment,1:174,4:4371,total:12857,Harmony,288,1998,en-US,Surya  Das,4.2,2:386,5:5871,3:2055
7580,Iran Awakening: A Memoir of Revolution and Hope,1:58,4:1763,total:4575,Random House (NY),269,2006,eng,Shirin Ebadi,4.14,2:145,5:1860,3:749
7581,The Book of Awakening: Having the Life You Want by Being Present to the Life You Have,1:96,4:1787,total:6594,Conari Press,299,2000,eng,Mark Nepo,4.31,2:232,5:3635,3:844
7582,Awakening Intuition: Using Your Mind-Body Network for Insight and Healing,1:5,4:128,total:390,Three Rivers Press,32,1999,eng,Mona Lisa Schulz,3.93,2:30,5:138,3:89
7584,The Grace Awakening: Believing in Grace Is One Thing. Living it Is Another,1:21,4:739,total:2459,Thomas Nelson,63,2006,eng,Charles R. Swindoll,4.34,2:67,5:1331,3:301
7585,Spring's Awakening,1:136,4:2096,total:5792,Applause Books,139,2000,eng,Frank Wedekind,3.8,2:431,5:1631,3:1498
7586,"Awakening at Midlife: A Guide to Reviving Your Spirit, Recreating Your Life, and Returning to Your Truest Self",1:1,4:26,total:69,Riverhead Books,8,1997,en-US,Kathleen A. Brehony,3.99,2:2,5:23,3:17
7588,A Portrait of the Artist as a Young Man,1:7441,4:39761,total:123792,Penguin Classics,3605,2003,eng,James Joyce,3.61,2:13153,5:32171,3:31266
7590,A Portrait of the Artist As a Young Man,1:7441,4:39761,total:123792,W. W. Norton & Company,37,2007,eng,James Joyce,3.61,2:13153,5:32171,3:31266
7596,Vincent Van Gogh: Portrait of an Artist,1:4,4:107,total:280,Yearling,38,2003,eng,Jan Greenberg,3.95,2:12,5:89,3:68
7598,A Study Guide to Gabriel Garcia Marquez' One Hundred Years of Solitude,1:6,4:12,total:76,Warner Adult,2,2006,eng,Gabriel García Márquez,4.12,2:1,5:43,3:14
7600,One Hundred Years Of Solitude,1:31199,4:191426,total:712648,Everyman,53,1995,eng,Gabriel García Márquez,4.07,2:44387,5:339802,3:105834
7603,Reading Lolita in Tehran: A Memoir in Books,1:4705,4:39338,total:112908,Random House Trade Paperbacks,6602,2003,eng,Azar Nafisi,3.61,2:11701,5:25183,3:31981
7606,The Annotated Lolita,1:25128,4:205076,total:634182,Vintage Books,365,1991,eng,Vladimir Nabokov,3.89,2:44852,5:227445,3:131681
7608,Lolita,1:25128,4:205076,total:634182,Random House Audio,241,2005,eng,Vladimir Nabokov,3.89,2:44852,5:227445,3:131681
7609,Nacho and Lolita,1:1,4:44,total:128,Scholastic Press,5,2005,eng,Pam Muñoz Ryan,3.98,2:7,5:45,3:31
7610,Reading Lolita in Tehran,1:4705,4:39338,total:112908,Fourth Estate,56,2004,eng,Azar Nafisi,3.61,2:11701,5:25183,3:31981
7611,sex.lies.murder.fame.,1:14,4:71,total:231,Amistad,27,2006,eng,Lolita Files,3.79,2:20,5:80,3:46
7613,Animal Farm,1:80223,4:901522,total:2571980,NAL,29856,2003,eng,George Orwell,3.94,2:158006,5:911466,3:520763
7615,Farm Animals (A Chunky Book),1:2,4:8,total:36,Random House Books for Young Readers,4,1984,eng,Phoebe Dunn,3.81,2:1,5:13,3:12
7633,Good Soldier Svejk And His Fortunes In The World,1:282,4:4744,total:14243,Penguin Classic,10,2000,eng,Jaroslav Hašek,4.11,2:692,5:6166,3:2359
7661,Next,1:2384,4:20460,total:63646,Harper,2565,2006,eng,Michael Crichton,3.5,2:7626,5:11792,3:21384
7662,Three Complete Novels: The Andromeda Strain / The Terminal Man / The Great Train Robbery,1:3,4:418,total:1007,Wings,31,1993,eng,Michael Crichton,4.06,2:21,5:340,3:225
7663,A Case of Need,1:696,4:11359,total:31611,Signet,664,2003,eng,Jeffery Hudson,3.72,2:2387,5:7613,3:9556
7664,A New Collection of Three Complete Novels: Congo / Sphere / Eaters of the Dead,1:8,4:387,total:968,Wings Books,27,1994,eng,Michael Crichton,3.99,2:41,5:316,3:216
7665,Travels,1:102,4:2829,total:8033,Harpperen,527,2002,eng,Michael Crichton,3.96,2:518,5:2785,3:1799
7668,Rising Sun,1:865,4:17062,total:46593,Turtleback Books,719,2004,eng,Michael Crichton,3.63,2:3944,5:9042,3:15680
7670,"The Andromeda Strain (Andromeda, #1)",1:1969,4:83190,total:213256,Avon Books,2960,2003,eng,Michael Crichton,3.89,2:10738,5:60984,3:56375
7672,Congo,1:3149,4:51752,total:151786,Avon Books,1568,2003,eng,Michael Crichton,3.59,2:14782,5:29519,3:52584
7673,Eaters of the Dead,1:816,4:12091,total:33867,Avon,1107,2006,eng,Michael Crichton,3.67,2:3077,5:7618,3:10265
7674,The Michael Crichton Collection: Airframe / The Lost World / Timeline,1:3,4:88,total:277,Random House Audio,7,2006,en-GB,Michael Crichton,4.16,2:9,5:124,3:53
7677,"Jurassic Park (Jurassic Park, #1)",1:16682,4:273475,total:772879,Plaza y Janes,3674,2006,spa,Michael Crichton,4.02,2:36478,5:294014,3:152230
7679,The Terminal Man,1:447,4:6952,total:23648,Avon,587,2002,eng,Michael Crichton,3.36,2:3078,5:2814,3:10357
7681,Five Patients,1:145,4:1496,total:5070,Ballantine Books,96,1989,eng,Michael Crichton,3.48,2:595,5:913,3:1921
7684,Twister,1:23,4:618,total:1723,Ballantine Books,1,1999,eng,Michael Crichton,3.63,2:142,5:332,3:608
7687,Peter Pan and Other Plays,1:8,4:182,total:519,Oxford University Press,21,1999,eng,J.M. Barrie,3.97,2:31,5:184,3:114
7694,Management Information Systems: Managing the Digital Firm,1:52,4:130,total:536,Prentice Hall,16,2005,en-US,Kenneth C. Laudon,3.51,2:53,5:149,3:152
7695,Holy the Firm,1:48,4:1262,total:3985,Harper Perennial,346,1998,eng,Annie Dillard,4.22,2:145,5:1915,3:615
7697,Persian Mirrors: The Elusive Face of Iran,1:11,4:245,total:612,Free Press,53,2005,eng,Elaine Sciolino,3.82,2:31,5:156,3:169
7700,Plays: Mrs Warren's Profession/Man and Superman/Major Barbara/Pygmalion,1:2,4:49,total:125,W.W. Norton & Company,6,2002,eng,George Bernard Shaw,3.95,2:6,5:40,3:28
7703,The Portable Bernard Shaw,1:0,4:17,total:38,Penguin Books,2,1977,eng,George Bernard Shaw,4.0,2:1,5:11,3:9
7707,Pygmalion & My Fair Lady,1:149,4:4767,total:15178,Signet,61,2006,eng,George Bernard Shaw,4.26,2:411,5:7511,3:2340
7708,Saint Joan/Major Barbara/Androcles and the Lion,1:1,4:7,total:12,Modern Library/Random House (NY),5,1979,eng,George Bernard Shaw,3.67,2:1,5:2,3:1
7714,Pygmalion,1:1004,4:33372,total:85519,Dover Publications,1662,1994,eng,George Bernard Shaw,3.9,2:4498,5:25068,3:21577
7716,Plays Pleasant,1:4,4:150,total:309,Penguin Classics,10,2003,eng,George Bernard Shaw,3.89,2:14,5:74,3:67
7717,The Metamorphosis,1:81,4:1318,total:3492,Crown,26,2003,eng,Peter Kuper,3.79,2:269,5:943,3:881
7718,The Metamorphosis (Graphic Novel Adaptation),1:81,4:1318,total:3492,Broadway Books,314,2004,eng,Peter Kuper,3.79,2:269,5:943,3:881
7723,The Metamorphosis and Other Stories,1:847,4:18992,total:51495,Barnes  Noble Classics,812,2003,eng,Franz Kafka,4.03,2:2549,5:19198,3:9909
7731,Antigone's Claim: Kinship Between Life and Death,1:12,4:182,total:471,Columbia University Press,22,2002,en-US,Judith Butler,3.76,2:32,5:115,3:130
7733,Gulliver's Travels,1:6982,4:73300,total:223306,Penguin,3528,2003,eng,Jonathan Swift,3.5700000000000003,2:23066,5:45393,3:74565
7742,"Ahab's Wife, or The Star-Gazer",1:1197,4:13998,total:42287,William Morrow Paperbacks,2403,2005,eng,Sena Jeter Naslund,4.03,2:2345,5:17147,3:7600
7747,Fear and Loathing in Las Vegas,1:5903,4:100240,total:288789,Harper Perennial,251,2005,eng,Hunter S. Thompson,4.08,2:13831,5:118673,3:50142
7748,Fear and Loathing on the Campaign Trail '72,1:102,4:7384,total:19143,Warner Books (NY),674,2006,eng,Hunter S. Thompson,4.12,2:612,5:7454,3:3591
7752,"Fear and Loathing in America: The Brutal Odyssey of an Outlaw Journalist, 1968-1976",1:18,4:1651,total:3999,Simon  Schuster,86,2001,eng,Hunter S. Thompson,4.07,2:99,5:1391,3:840
7757,Cliffsnotes on Beckett's Waiting for Godot and Other Plays,1:1,4:9,total:25,Cliffs Notes,0,1980,eng,James Lamar Roberts,3.72,2:1,5:6,3:8
7763,The Joy Luck Club,1:15309,4:218585,total:583691,Penguin Books,7367,2006,eng,Amy Tan,3.92,2:31812,5:191746,3:126239
7769,Dr. Seuss's ABC,1:828,4:10031,total:39791,Random House,731,1996,eng,Dr. Seuss,4.08,2:2282,5:18507,3:8143
7772,Dr. Seuss's Sleep Book,1:151,4:2523,total:9847,New York: Random House,353,2012,eng,Dr. Seuss,4.17,2:418,5:4866,3:1889
7775,Happy Birthday to You!,1:46,4:1323,total:4891,Random House Books for Young Readers,267,1959,eng,Dr. Seuss,4.13,2:226,5:2259,3:1037
7777,McElligot's Pool,1:38,4:1576,total:4731,Random House Books for Young Readers,257,1947,eng,Dr. Seuss,4.06,2:196,5:1866,3:1055
7778,The Cat in the Hat,1:8780,4:104156,total:398469,Random House Books for Young Readers,4,1997,eng,Dr. Seuss,4.17,2:18009,5:198993,3:68531
7779,Horton Hears a Who!,1:1285,4:27019,total:93580,Random House Books for Young Readers,1231,1990,eng,Dr. Seuss,4.18,2:3586,5:44800,3:16890
7781,The 500 Hats of Bartholomew Cubbins,1:166,4:4045,total:13438,Random House Books for Young Readers,335,1989,eng,Dr. Seuss,4.04,2:674,5:5476,3:3077
7783,Oh Say Can You Say?,1:78,4:1778,total:6627,"London : Collins, 2004.",163,2005,eng,Dr. Seuss,4.02,2:360,5:2736,3:1675
7784,The Lorax,1:4196,4:65331,total:268543,Random House Books for Young Readers,3579,1998,eng,Dr. Seuss,4.35,2:8367,5:156818,3:33831
7785,I Can Read With My Eyes Shut!,1:222,4:4577,total:17967,HarperCollinsChildren’sBooks,450,2003,eng,Dr. Seuss,4.2,2:726,5:9055,3:3387
7786,¡Horton escucha a quién!,1:1285,4:27019,total:93580,Lectorum Publications,4,2003,spa,Dr. Seuss,4.18,2:3586,5:44800,3:16890
7788,The Cat in the Hat and Other Dr. Seuss Favorites,1:424,4:11519,total:52119,Listening Library (Audio),166,2003,eng,Dr. Seuss,4.42,2:1197,5:32296,3:6683
7789,Daisy-Head Mayzie,1:75,4:914,total:3322,Random House Books for Young Readers,139,1995,eng,Dr. Seuss,3.87,2:252,5:1188,3:893
7791,Dr. Seuss Goes to War: The World War II Editorial Cartoons of Theodor Seuss Geisel,1:15,4:541,total:1502,The New Press,103,2001,eng,Richard H. Minear,4.17,2:45,5:644,3:257
7793,Dr. Seuss's ABC (Book & CD),1:828,4:10031,total:39791,Random House Books for Young Readers,0,2005,eng,Dr. Seuss,4.08,2:2282,5:18507,3:8143
7796,Cattus Petasatus: The Cat in the Hat in Latin,1:8780,4:104156,total:398469,Bolchazy-Carducci Publishers,9,2005,lat,Dr. Seuss,4.17,2:18009,5:198993,3:68531
7797,Ten Apples Up On Top!,1:487,4:8218,total:32861,HarperCollinsChildren’sBooks,500,2003,eng,Theo LeSieg,4.12,2:1674,5:15697,3:6785
7803,"The Legacy of Luna: The Story of a Tree, a Woman, and the Struggle to Save the Redwoods",1:34,4:761,total:2067,HarperOne,224,2001,eng,Julia Butterfly Hill,3.95,2:122,5:696,3:454
7805,Pale Fire,1:1001,4:11818,total:39004,Penguin Books Ltd,1639,2000,eng,Vladimir Nabokov,4.15,2:1931,5:18504,3:5750
7806,Nabokov's Pale Fire: The Magic of Artistic Discovery,1:1,4:80,total:195,Princeton University Press,22,2001,eng,Brian Boyd,4.22,2:4,5:82,3:28
7807,Novels 1955–1962: Lolita / Pnin / Pale Fire / Lolita: A Screenplay,1:6,4:117,total:548,Library of America,39,1996,eng,Vladimir Nabokov,4.41,2:14,5:342,3:69
7821,Seduction and Betrayal: Women and Literature,1:4,4:151,total:323,NYRB Classics,27,2001,eng,Elizabeth Hardwick,4.02,2:11,5:98,3:59
7830,After Henry,1:16,4:577,total:1335,Vintage,103,1993,eng,Joan Didion,3.83,2:70,5:316,3:356
7838,O Ano do Pensamento Mágico,1:3250,4:46944,total:131761,Nova Fronteira,9,2006,por,Joan Didion,3.89,2:9363,5:43265,3:28939
7841,Another Day in Paradise: The Fourth Sherman's Lagoon Collection,1:0,4:24,total:68,Andrews McMeel Publishing,1,2001,eng,Jim Toomey,4.35,2:0,5:34,3:10
7842,Another Day in Cubicle Paradise,1:5,4:187,total:476,Andrews McMeel Publishing,11,2002,eng,Scott Adams,4.01,2:13,5:159,3:112
7848,"Moby-Dick; or, The Whale",1:39756,4:121248,total:463820,Modern Library,87,2000,eng,Herman Melville,3.5,2:59245,5:124468,3:119103
7849,"Moby Dick, or The Whale",1:39756,4:121248,total:463820,Northwestern University Press,18,2001,en-US,Herman Melville,3.5,2:59245,5:124468,3:119103
7850,The Girl in the Flammable Skirt,1:167,4:2582,total:7127,Anchor,668,1999,eng,Aimee Bender,3.88,2:537,5:2274,3:1567
7855,Planet of Slums,1:29,4:896,total:2124,Verso,176,2006,eng,Mike  Davis,3.92,2:97,5:611,3:491
7859,Late Victorian Holocausts: El Niño Famines and the Making of the Third World,1:19,4:427,total:1131,Verso,102,2002,eng,Mike  Davis,4.12,2:42,5:459,3:184
7861,No One Is Illegal: Fighting Racism and State Violence on the U.S.-Mexico Border,1:5,4:107,total:266,Haymarket Books,23,2006,eng,Justin Akers Chacón,4.09,2:7,5:100,3:47
7862,City of Quartz: Excavating the Future in Los Angeles,1:36,4:1107,total:2839,Pimlico,3,1998,eng,Mike  Davis,4.12,2:109,5:1121,3:466
7865,Days Between Stations,1:10,4:319,total:873,Simon & Schuster,48,2005,eng,Steve Erickson,4.0,2:59,5:315,3:170
7869,"The Bourne Identity (Jason Bourne, #1)",1:10961,4:134252,total:384453,Orion,3594,2005,eng,Robert Ludlum,4.02,2:19062,5:149063,3:71115
7881,Little Plum,1:0,4:141,total:392,Puffin Books,1,1987,eng,Rumer Godden,4.23,2:4,5:172,3:75
7890,"Betsy's Wedding (Betsy-Tacy, #10)",1:74,4:1187,total:4279,HarperTrophy,155,1996,en-US,Maud Hart Lovelace,4.31,2:107,5:2346,3:565
7891,"Betsy and the Great World (Betsy-Tacy, #9)",1:150,4:1366,total:4876,HarperTrophy,148,1996,eng,Maud Hart Lovelace,4.14,2:260,5:2369,3:731
7894,"Betsy and Tacy Go Over the Big Hill (Betsy-Tacy, #3)",1:178,4:2508,total:8103,HarperCollins,190,2000,en-US,Maud Hart Lovelace,4.18,2:229,5:3806,3:1382
7895,Maud Hart Lovelace's Deep Valley: A Guidebook of Mankato Places in the Betsy-Tacy Series,1:1,4:27,total:58,Minnesota Heritage Publishing,8,2002,eng,Julie A. Schrader,4.29,2:0,5:25,3:5
7896,Early Candlelight,1:11,4:74,total:193,Minnesota Historical Society Press,30,1992,eng,Maud Hart Lovelace,3.67,2:13,5:45,3:50
7898,"Betsy and Joe (Betsy-Tacy, #8)",1:114,4:1320,total:4732,HarperTrophy,119,1995,eng,Maud Hart Lovelace,4.31,2:103,5:2598,3:597
7901,"Betsy Was a Junior (Betsy-Tacy, #7)",1:171,4:1459,total:4974,HarperTrophy,129,1995,en-US,Maud Hart Lovelace,4.18,2:198,5:2463,3:683
7905,"Betsy and Tacy Go Downtown (Betsy-Tacy, #4)",1:136,4:2084,total:6690,Thomas Y. Crowell Company,7,1943,eng,Maud Hart Lovelace,4.21,2:171,5:3241,3:1058
7906,"Emily of Deep Valley (Deep Valley, #2)",1:49,4:852,total:3027,HarperTrophy,153,2000,eng,Maud Hart Lovelace,4.23,2:108,5:1544,3:474
7909,"Betsy-Tacy (Betsy-Tacy, #1)",1:722,4:6754,total:21837,HarperCollins,949,2007,en-US,Maud Hart Lovelace,4.07,2:914,5:9491,3:3956
7911,"Five Little Peppers and How They Grew (Five Little Peppers, #1)",1:472,4:7406,total:23178,Aladdin,402,2006,eng,Margaret Sidney,4.03,2:1065,5:9205,3:5030
7914,Five Little Peppers at School,1:3,4:90,total:308,Yearling,8,1988,eng,Margaret Sidney,3.92,2:17,5:108,3:90
7924,"All-of-a-Kind Family Uptown (All-of-a-Kind-Family, #4)",1:86,4:1805,total:5915,Taylor Productions Ltd,68,2001,eng,Sydney Taylor,4.28,2:139,5:3043,3:842
7926,"All-of-a-Kind Family (All-of-a-Kind-Family, #1)",1:448,4:7025,total:22801,Delacorte Press,844,2005,eng,Sydney Taylor,4.22,2:707,5:11200,3:3421
7938,Winter Cottage,1:0,4:69,total:207,Atheneum,38,1974,eng,Carol Ryrie Brink,4.15,2:4,5:87,3:47
7946,Eddie's Valuable Property,1:0,4:17,total:44,William Morrow & Company,3,1975,eng,Carolyn Haywood,4.09,2:3,5:17,3:7
7955,"Empire (Empire, #1)",1:552,4:2895,total:9255,Tor Books,758,2006,en-US,Orson Scott Card,3.43,2:1158,5:1692,3:2958
7956,Treason,1:105,4:2525,total:6845,Orb Books,337,2006,eng,Orson Scott Card,3.9,2:411,5:2139,3:1665
7957,"First Meetings in Ender’s Universe (Ender’s Saga, #0.5)",1:80,4:4801,total:12024,Tor,500,2004,eng,Orson Scott Card,3.84,2:595,5:3010,3:3538
7958,"Sarah (Women of Genesis, #1)",1:166,4:4217,total:10216,Forge,1006,2001,eng,Orson Scott Card,3.88,2:498,5:2807,3:2528
7959,"Rachel & Leah (Women of Genesis, #3)",1:92,4:2368,total:5989,Forge Books,514,2005,en-GB,Orson Scott Card,3.85,2:357,5:1623,3:1549
7960,How to Write Science Fiction and Fantasy,1:56,4:1715,total:4200,F & W Publications Inc.,66,1990,eng,Orson Scott Card,3.9,2:188,5:1181,3:1060
7961,Saints,1:167,4:886,total:2630,Forge Books,271,2001,eng,Orson Scott Card,3.53,2:292,5:573,3:712
7965,Homebody,1:95,4:881,total:2947,HarperTorch,167,1999,eng,Orson Scott Card,3.39,2:385,5:425,3:1161
7966,"Rebekah (Women of Genesis, #2)",1:126,4:3086,total:7747,Forge,617,2012,eng,Orson Scott Card,3.84,2:413,5:2055,3:2067
7967,"Speaker for the Dead (Ender’s Saga, #2)",1:2138,4:82375,total:215163,Tor Books,6673,1994,eng,Orson Scott Card,4.07,2:9030,5:80517,3:41103
7968,"Red Prophet (Tales of Alvin Maker, #2)",1:233,4:7829,total:19446,Tor Fantasy,431,1992,en-US,Orson Scott Card,3.79,2:1136,5:4586,3:5662
7971,"The Call of Earth (Homecoming, #2)",1:183,4:3939,total:10892,Tor Books,165,1994,eng,Orson Scott Card,3.58,2:992,5:1882,3:3896
7972,"Shadow of the Hegemon (Shadow, #2)",1:549,4:29355,total:69835,Macmillan Audio,19,2006,eng,Orson Scott Card,3.95,2:2960,5:20441,3:16530
7973,Enchantment,1:407,4:9752,total:25262,Del Rey,2210,2005,eng,Orson Scott Card,3.9,2:1432,5:7625,3:6046
7974,"Voyage of Slaves (Flying Dutchman, #3)",1:17,4:849,total:2525,Philomel Books,70,2006,en-US,Brian Jacques,4.13,2:85,5:1066,3:508
7975,"High Rhulain (Redwall, #18)",1:52,4:2516,total:7502,Philomel Books,11,2005,eng,Brian Jacques,4.12,2:265,5:3137,3:1532
7983,"Salamandastron (Redwall, #5)",1:160,4:10353,total:27399,Firebird,245,2003,en-US,Brian Jacques,4.07,2:796,5:10049,3:6041
7987,"The Legend of Luke (Redwall, #12)",1:102,4:5434,total:15186,Firebird,148,2005,eng,Brian Jacques,4.0,2:613,5:5320,3:3717
7996,"Redwall (Redwall, #1)",1:1437,4:35202,total:99202,Red Fox,2634,2006,eng,Brian Jacques,4.12,2:3511,5:41324,3:17728
7997,"Castaways of the Flying Dutchman (Flying Dutchman, #1)",1:183,4:2804,total:8544,Firebird,259,2003,eng,Brian Jacques,3.99,2:486,5:3240,3:1831
7998,"Outcast of Redwall (Redwall, #8)",1:150,4:6579,total:18728,Firebird,190,2004,en-US,Brian Jacques,3.92,2:949,5:5942,3:5108
8001,"Triss (Redwall, #15)",1:60,4:4161,total:11531,Firebird,120,2004,eng,Brian Jacques,3.99,2:496,5:3916,3:2898
8004,A Redwall Winter's Tale,1:17,4:735,total:2437,Puffin,43,2004,en-US,Brian Jacques,4.13,2:106,5:1081,3:498
8012,Mr. Impossible,1:9,4:205,total:664,Price Stern Sloan,29,1998,eng,Roger Hargreaves,3.96,2:32,5:241,3:177
8013,Mr. Christmas,1:1,4:71,total:254,Price Stern Sloan,17,2006,eng,Roger Hargreaves,3.67,2:33,5:67,3:82
8014,Mr. Bump,1:44,4:479,total:1820,Price Stern Sloan,76,1998,eng,Roger Hargreaves,4.03,2:87,5:788,3:422
8019,Little Miss Birthday,1:4,4:78,total:239,Price Stern Sloan,11,2007,eng,Roger Hargreaves,4.0,2:15,5:92,3:50
8021,Little Miss Lucky,1:8,4:75,total:312,Price Stern Sloan,21,1999,eng,Roger Hargreaves,3.81,2:29,5:112,3:88
8023,Mr. Happy,1:41,4:536,total:2042,Egmont Children's Books,0,2004,eng,Roger Hargreaves,3.98,2:104,5:829,3:532
8032,Mr. Jelly and the Pirates,1:2,4:27,total:105,Price Stern Sloan,12,2007,eng,Roger Hargreaves,3.82,2:9,5:36,3:31
8044,Grandma Baa (Easy Peasy People),1:0,4:3,total:8,Random House for Young Readers,0,1989,eng,Roger Hargreaves,4.12,2:0,5:3,3:2
8048,Bill Buzz,1:0,4:1,total:3,Random House for Young Readers,0,1989,eng,Roger Hargreaves,4.67,2:0,5:2,3:0
8051,Gary Grizzle,1:0,4:0,total:3,Random House for Young Readers,0,1989,eng,Roger Hargreaves,4.33,2:0,5:2,3:1
8053,Charlie Oink,1:0,4:0,total:3,Random House  for Young Readers,0,1989,eng,Roger Hargreaves,4.33,2:0,5:2,3:1
8060,Madame Je-Sais-Tout,1:4,4:64,total:240,Hachette,0,1997,fre,Roger Hargreaves,3.76,2:17,5:72,3:83
8062,The Poppy Seed Cakes,1:0,4:22,total:85,Doubleday Books,10,1964,eng,Margery Clark,4.33,2:3,5:47,3:13
8073,"Cloudy With a Chance of Meatballs (Cloudy with a Chance of Meatballs, #1)",1:2180,4:35294,total:126429,Atheneum Books for Young Readers,2053,1982,eng,Judi Barrett,4.16,2:5502,5:60711,3:22742
8074,The Wind Thief,1:0,4:2,total:5,Atheneum Books,1,1977,eng,Judi Barrett,3.8,2:0,5:1,3:2
8077,"Animales No Se Visten, Los (Animals Should Definitely Not Wear Clothing) with CD",1:29,4:1149,total:3418,Live Oak Media,0,1991,eng,Judi Barrett,4.11,2:130,5:1415,3:695
8084,Beauty,1:1040,4:24402,total:72526,HarperCollins,480,2005,eng,Robin McKinley,4.05,2:3260,5:28606,3:15218
8086,"A Robin McKinley Collection: Spindle's End, The Hero and the Crown and The Blue Sword (Folktales #1-3)",1:6,4:158,total:534,Puffin,12,2002,eng,Robin McKinley,4.39,2:6,5:302,3:62
8087,Deerskin,1:686,4:6614,total:20055,Ace Books,1026,2005,en-US,Robin McKinley,3.89,2:1445,5:7063,3:4247
8088,Sunshine,1:1305,4:11224,total:35681,Jove,3533,2004,eng,Robin McKinley,3.85,2:3070,5:12351,3:7731
8089,Rose Daughter,1:323,4:6630,total:18528,Ace,1005,1998,eng,Robin McKinley,3.77,2:1450,5:4878,3:5247
8091,The Door in the Hedge,1:104,4:3260,total:8982,Firebird,423,2003,eng,Robin McKinley,3.68,2:638,5:1856,3:3124
8093,The Stone Fey,1:27,4:299,total:1041,HMH Books for Young Readers,79,1998,eng,Robin McKinley,3.37,2:157,5:147,3:411
8127,"Anne of Green Gables (Anne of Green Gables, #1)",1:11943,4:197588,total:684282,Signet Book,14263,2003,eng,L.M. Montgomery,4.26,2:23940,5:354840,3:95971
